"Guid","Community_Product_Image_URL__c","CurrencyIsoCode","Description","DisplayUrl","ExternalId","Family","IsActive","IsServer__c","Length__c","Name","ProductCode","Product_Image_Height__c","Product_Image_Width__c","Product_Line__c","Product_Picture_ID_URL__c","Product_Solution__c","Product_Type__c","QuantityUnitOfMeasure","SBQQ__AllocatePotOnOrders__c","SBQQ__AssetAmendmentBehavior__c","SBQQ__AssetConversion__c","SBQQ__BatchQuantity__c","SBQQ__BillingFrequency__c","SBQQ__BillingType__c","SBQQ__BlockPricingField__c","SBQQ__ChargeType__c","SBQQ__Component__c","SBQQ__CompoundDiscountRate__c","SBQQ__ConfigurationEvent__c","SBQQ__ConfigurationFieldSet__c","SBQQ__ConfigurationFields__c","SBQQ__ConfigurationFormTitle__c","SBQQ__ConfigurationType__c","SBQQ__ConfigurationValidator__c","SBQQ__ConfiguredCodePattern__c","SBQQ__ConfiguredDescriptionPattern__c","SBQQ__CostEditable__c","SBQQ__CostSchedule__c","SBQQ__CustomConfigurationPage__c","SBQQ__CustomConfigurationRequired__c","SBQQ__CustomerCommunityAvailability__c","SBQQ__DefaultPricingTable__c","SBQQ__DefaultQuantity__c","SBQQ__DescriptionLocked__c","SBQQ__DiscountCategory__c","SBQQ__DiscountSchedule__c","SBQQ__DynamicPricingConstraint__c","SBQQ__EnableLargeConfiguration__c","SBQQ__ExcludeFromMaintenance__c","SBQQ__ExcludeFromOpportunity__c","SBQQ__ExternallyConfigurable__c","SBQQ__GenerateContractedPrice__c","SBQQ__HasConfigurationAttributes__c","SBQQ__HasConsumptionSchedule__c","SBQQ__Hidden__c","SBQQ__HidePriceInSearchResults__c","SBQQ__IncludeInMaintenance__c","SBQQ__NewQuoteGroup__c","SBQQ__NonDiscountable__c","SBQQ__NonPartnerDiscountable__c","SBQQ__OptionLayout__c","SBQQ__OptionSelectionMethod__c","SBQQ__Optional__c","SBQQ__PriceEditable__c","SBQQ__PricingMethodEditable__c","SBQQ__PricingMethod__c","SBQQ__ProductPictureID__c","SBQQ__QuantityEditable__c","SBQQ__QuantityScale__c","SBQQ__ReconfigurationDisabled__c","SBQQ__RenewalProduct__c","SBQQ__SortOrder__c","SBQQ__Specifications__c","SBQQ__SubscriptionBase__c","SBQQ__SubscriptionCategory__c","SBQQ__SubscriptionConversion__c","SBQQ__SubscriptionPercent__c","SBQQ__SubscriptionPricing__c","SBQQ__SubscriptionTarget__c","SBQQ__SubscriptionTerm__c","SBQQ__SubscriptionType__c","SBQQ__TaxCode__c","SBQQ__Taxable__c","SBQQ__TermDiscountLevel__c","SBQQ__TermDiscountSchedule__c","SBQQ__UpgradeCredit__c","SBQQ__UpgradeRatio__c","SBQQ__UpgradeSource__c","SBQQ__UpgradeTarget__c","Service_Type__c","Standard_Pricebook_Price__c","StockKeepingUnit","U_s_Occupied__c"
1fff1718-5444-47d0-9cf5-5f3f7df2ffdd,"#N/A",USD,SLA Credit,"#N/A","#N/A","#N/A",true,false,"#N/A",SLA Credit,sla-credit,100.0,100.0,"#N/A","#N/A","#N/A","#N/A","#N/A",false,Default,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,true,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A"
21bcabac-77f4-4eb6-95c6-e3d7e1b65e15,"#N/A",USD,Single Sign On Suite,"#N/A","#N/A",Bundle,true,false,"#N/A",Single Sign On Suite,S-SSO-SAAS,100.0,100.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p2&oid=00D41000000emZ2&lastMod=1478804179000,Single Sign On Suite,"#N/A","#N/A",false,Default,One per quote line,"#N/A",Annual,Advance,Quantity,Recurring,false,"#N/A",Always,"#N/A","#N/A","#N/A",Required,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,true,true,false,false,true,false,Sections,Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A",2.0,"#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",1.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A"
21c3304c-600b-4fa2-83ee-0cae138219a4,"#N/A",USD,Rack PDU 16A 230V C20 input C13 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.,"#N/A","#N/A",Hardware,true,false,"#N/A","Rack PDU 16A, 230V, C13 output",PDU-2027,75.0,75.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p0&oid=00D41000000emZ2&lastMod=1478804179000,"#N/A","#N/A","#N/A",false,Allow Refund,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,true,false,false,false,Tabs,Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,Hardware,"#N/A","#N/A","#N/A","#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",1855.0,"#N/A","#N/A"
228eff6e-43bf-409c-96d9-cab985a5720b,"#N/A",USD,Quick Deploy is a flat fee basic installation package that allows hands-on organizations get a foundational deployment off the ground.,"#N/A","#N/A",Services,true,false,"#N/A",Quick Deploy,SRV-001,50.0,150.0,Professional Services,0153h000001A8rj,Atomic Services,Professional Service,"#N/A",false,Default,"#N/A","#N/A",Invoice Plan,Advance,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,true,false,"#N/A",Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,"#N/A","#N/A"
24897e23-d75e-48a4-a504-cfc263853852,"#N/A",USD,"Custom Implementation managed by in-house professional services, charged on a Time and Material basis.","#N/A","#N/A",Services,true,false,"#N/A",Professional Services Project,SV-PRJ,100.0,100.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pT&oid=00D41000000emZ2&lastMod=1478804180000,"#N/A","#N/A","#N/A",false,Default,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,false,"#N/A",Always,"#N/A","#N/A","#N/A",Required,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,true,false,"#N/A",Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A"
256683ec-17e7-4424-89f7-a1a03e190c7c,"#N/A",USD,"Web Gateway Cloud Service eliminates the constraints of on-network web security by connecting users from any device or location to the internet through our cloud, maintaining protection wherever they go.","#N/A","#N/A",Software,true,false,"#N/A",Web Gateway Cloud Service,WS-002,100.0,100.0,AntiVirus,0153h000001A8rR,Web Security,SaaS,"#N/A",false,Default,One per quote line,"#N/A",Monthly,Arrears,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",1.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",200.0,"#N/A","#N/A"
2647f1b6-ab4d-4de6-83a0-406cc5604ef1,"#N/A",USD,"vSphere Desktop can be used to power virtual desktops, as well as the underlying infrastructure for the VDI environment.","#N/A","#N/A",Software,true,false,"#N/A",vSphere Desktop,VMW-D,60.0,60.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pe&oid=00D41000000emZ2&lastMod=1478804180000,"#N/A","#N/A","#N/A",false,Allow Refund,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A",730122d7-9125-4121-be3f-428440a41e0b,"#N/A",false,false,false,false,"#N/A",false,false,false,false,true,false,false,false,Tabs,Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,Software,"#N/A","#N/A",Fixed Price,"#N/A",1.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",399.0,"#N/A","#N/A"
266e0040-acb6-45f6-b79e-1f1b6c9c8bee,"#N/A",USD,"Enterprise Log Manager collects, compresses, signs, and stores all original events with a clear audit trail of activity that can't be repudiated. ***Renewable/Evergreen - Billed Monthly***","#N/A","#N/A",Software,true,false,"#N/A",Enterprise Log Manager (Evergreen),SIEMEG-004,50.0,150.0,Threat Intelligence,0153h000001A8ru,SIEM Evergreen,SaaS,"#N/A",false,Default,One per quote line,"#N/A",Monthly,Advance,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",1.0,Renewable/Evergreen,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",100.0,"#N/A","#N/A"
298097ef-0947-471a-9b45-0745e2534923,"#N/A",USD,Online Admin Training for the Single Sign On Suite,"#N/A","#N/A",Services,true,false,"#N/A",SSO Admin Training,S-SSO-ADTR,100.0,100.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p4&oid=00D41000000emZ2&lastMod=1478804179000,"#N/A","#N/A","#N/A",false,Default,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",550.0,"#N/A","#N/A"
29bd993d-ecfb-4b2e-bd53-36e5573242dd,"#N/A",USD,Overage Rate per additional application,"#N/A","#N/A",Software,true,false,"#N/A",Additional Application Fee,S-SSO-AAF,100.0,100.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pA&oid=00D41000000emZ2,"#N/A","#N/A","#N/A",false,Default,One per quote line,"#N/A",Monthly,"#N/A",Quantity,Usage,true,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,true,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",12.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",1.25,"#N/A","#N/A"
2b43614f-582a-4dba-96bc-65ac1c906cc6,"#N/A",USD,"Rack PDU 5.7W, 208V, 3 phase CS8365 input C13 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.","#N/A","#N/A",Hardware,true,false,"#N/A","Rack PDU 5.7W, 208V, C13 output",PDU-2029,75.0,75.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p0&oid=00D41000000emZ2&lastMod=1478804179000,"#N/A","#N/A","#N/A",false,Allow Refund,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,true,false,false,false,Tabs,Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,Hardware,"#N/A","#N/A","#N/A","#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A"
2e87c186-3013-4965-8cda-598cffb0e84e,"#N/A",USD,"Our certified Module Extension Engineers specialize in configuring and customizing the additional modules to a clients specifications, and work closely with the Core System Engineers.","#N/A","#N/A",Services,true,false,"#N/A",Module Extension Engineer,SV-MEE,100.0,100.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ov&oid=00D41000000emZ2&lastMod=1478804179000,"#N/A","#N/A","#N/A",false,Default,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,true,false,"#N/A",Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",525.0,"#N/A","#N/A"
30723057-aadf-4e0b-b63b-9a7621b7cd6e,"#N/A",USD,"Data Loss Prevention (DLP) Discover helps find and remediate sensitive data that resides on your servers, network shares, databases, and in the cloud.","#N/A","#N/A",Software,true,false,"#N/A",DLP Discover,DP-005,50.0,150.0,Data Protection,0153h000001A8ro,Data Protection,SaaS,"#N/A",false,Default,One per quote line,"#N/A",Monthly,Arrears,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",1.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",100.0,"#N/A","#N/A"
30b14b5f-8629-4a0d-96fb-09ef60b32030,"#N/A",USD,"MaxShell cooling, power distribution, and cable management products work seamlessly with IT enclosures to provide a complete infrastructure support system.  Holds 10 rack units (U's) for a vertical storage rack.","#N/A","#N/A",Hardware,true,false,"#N/A",MaxShell 10U 600mmx1200mm,BMX-1053,75.0,75.0,"#N/A",https://image.ibb.co/bOCurL/Rack-Enclosure.png,"#N/A","#N/A","#N/A",false,Allow Refund,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,true,false,false,false,Tabs,Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,Hardware,"#N/A","#N/A","#N/A","#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",13.0,"#N/A",10.0
313d9020-4e2a-4d1a-a4f4-d14d53eb6150,"#N/A",USD,"Rack PDU Metered 20A, 120V L5-20 input 5-20 output - Metered Rack Power Distribution Units (PDUs) provide active metering to enable energy optimization and circuit protection.","#N/A","#N/A",Hardware,true,false,"#N/A","Rack PDU Metered 20A, 120V L5-20",MPDU-3004,75.0,75.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p0&oid=00D41000000emZ2&lastMod=1478804179000,"#N/A","#N/A","#N/A",false,Allow Refund,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,Tabs,Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",253.0,"#N/A","#N/A"
325a1a0a-7b4c-44e8-b0a2-db5c3eb6396b,"#N/A",USD,"Enterprise Security Manager is a security information and event management (SIEM) solution that delivers actionable intelligence and integrations to prioritize, investigate, and respond to threats. ***Evergreen - Billed Annually***","#N/A","#N/A",Software,true,false,"#N/A",Enterprise Security Manager (Evergreen),SIEMEG-005,50.0,150.0,Threat Intelligence,0153h000001A8rt,SIEM Evergreen,SaaS,"#N/A",false,Default,One per quote line,"#N/A",Annual,Advance,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",12.0,Evergreen,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",24000.0,"#N/A","#N/A"
355bf7cb-de92-48e8-8957-54408c171e5b,"#N/A",USD,Data Loss Prevention (DLP) Prevent protects against data loss by ensuring that data only leaves the network when appropriate.,"#N/A","#N/A",Software,true,false,"#N/A",DLP Prevent,DP-008,50.0,150.0,Data Protection,0153h000001A8ro,Data Protection,SaaS,"#N/A",false,Default,One per quote line,"#N/A",Monthly,Arrears,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",1.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",100.0,"#N/A","#N/A"
357c2212-bb82-4a28-9f44-20065855d85b,"#N/A",USD,Quality Assurance Engineers test and support the activities prior to a successful Go-Live launch.,"#N/A","#N/A",Services,true,false,"#N/A",Quality Assurance Engineer,SV-QAE,50.0,150.0,Professional Services,0153h000001A8rj,"#N/A",Professional Service,"#N/A",false,Default,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",150.0,"#N/A","#N/A"
3b0f49bf-ac36-4682-8ebc-625c45905288,"#N/A",USD,ePO Deep Command provides secure remote management for Intel vPro Active Management Technology (AMT) enabled PCs.,"#N/A","#N/A",Software,true,false,"#N/A",ePO Deep Command,EP-009,100.0,100.0,AntiVirus,0153h000001A8rR,Endpoint Protection,SaaS,"#N/A",false,Default,One per quote line,"#N/A",Monthly,Arrears,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",1.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2000.0,"#N/A","#N/A"
3c215587-2a45-4c30-8c9d-ad1c211e519d,"#N/A",USD,"Upgrade, Bug Fixes, and Patched for Perpetual Licenses.
Early Access to BETA Releases. Upgrade and Patch Assistance. 20% of Licensing","#N/A","#N/A",Services,true,false,"#N/A",Software Maintenance,SUPP-2000,60.0,60.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pK&oid=00D41000000emZ2&lastMod=1478804179000,"#N/A","#N/A","#N/A",false,Default,One per quote line,"#N/A",Annual,Advance,Quantity,Recurring,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,true,false,Tabs,Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",Net,Software,"#N/A",20.0,Percent Of Total,"#N/A",12.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",1800.0,"#N/A","#N/A"
3c95ae73-331e-4e5f-824e-0cbc13487622,/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpeg&versionId=0681I000006Sqti&operationContext=CHATTER&contentId=05T1I00000M275o,USD,"Global Threat Intelligence  (GTI) for Enterprise Security Manager delivers a constantly updated, rich feed that enables rapid discovery of events involving communications with suspicious or malicious IP addresses.","#N/A","#N/A",Software,true,false,"#N/A",Global Threat Intelligence for ESM,SIEM-007,50.0,150.0,Threat Intelligence,0153h000001A8rr,SIEM,SaaS,"#N/A",false,Default,One per quote line,"#N/A",Annual,Arrears,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",12.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,"#N/A","#N/A"
3ccd2496-bfc5-49f8-82d0-5f2c35a9354d,"#N/A",USD,"The PowerSlide server is designed to bring excellent performance, expandability and deployment flexibility to organizations that must deploy multiple integrated servers in a minimum amount of space at a low cost.","#N/A","#N/A",Hardware,true,true,"#N/A",PowerSlide R750 Rack Server,PS-R750,100.0,100.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pR&oid=00D41000000emZ2&lastMod=1478804180000,"#N/A","#N/A","#N/A",false,Allow Refund,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,false,"#N/A",Always,"#N/A","#N/A","#N/A",Allowed,"#N/A",PS-R-{1}{2}{3}{4},"#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",true,false,false,false,true,false,false,false,Tabs,Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,Hardware,"#N/A","#N/A","#N/A","#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2957.0,"#N/A",2.0
3f941024-d9b0-4fc1-aefa-fbe5719be4a6,"#N/A",USD,"Using an intuitive color-coded rating system, SiteAdvisor Enterprise identifies websites that contain malware or other threats such as spyware or phishing scams, alerting you before you click.","#N/A","#N/A",Software,true,false,"#N/A",SiteAdvisor Enterprise,EP-012,100.0,100.0,AntiVirus,0153h000001A8rR,Endpoint Protection,SaaS,"#N/A",false,Default,One per quote line,"#N/A",Monthly,Arrears,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",1.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",200.0,"#N/A","#N/A"
402de26c-077f-47d1-9aaf-1a14cbd8654b,"#N/A",USD,"Application Control blocks unauthorized executables on servers, corporate desktops, and fixed-function devices.","#N/A","#N/A",Software,true,false,"#N/A",Application Control,AC-001,100.0,100.0,Client Security,0153h000001A8rR,Application Control,SaaS,"#N/A",false,Default,One per quote line,"#N/A",Monthly,Arrears,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",1.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",500.0,"#N/A","#N/A"
